Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Labels (500pk) Mini,26.04,39.43,4173,Packaging,West Coast,52,12142
Poly Mailers (100pk) Eco,24.23,32.35,9420,Packaging,Midwest,78,14476
Shrink Wrap Roll Heavy Duty,5.79,8.52,2329,Packaging,South,80,14339
Packing Paper (25lb) Eco,12.22,17.77,3051,Packaging,East Coast,75,19772
Foam Sheets (50pk) Compact,18.19,22.68,3323,Packaging,Midwest,48,12442
Strapping Tape Pro,37.86,46.25,735,Packaging,Midwest,65,13176
Pallet Wrap Premium,67.65,88.27,5961,Packaging,South,41,17056
Void Fill Compact,79.43,115.62,2920,Packaging,International,25,14857
Tissue Paper (100pk) Lite,43.66,62.3,6041,Packaging,Primary,92,11314
Gift Boxes (12pk) Standard,56.76,77.5,7209,Packaging,South,90,17750
Ribbon Roll Premium,21.11,26.84,4433,Packaging,South,95,17853
Gift Bags (24pk) V3,54.95,69.1,503,Packaging,Midwest,97,19887
Kraft Paper Roll V2,70.54,102.7,3403,Packaging,East Coast,26,18253
Corrugated Roll Pro,45.87,71.85,4207,Packaging,Midwest,68,13497
Coffee Beans 1lb Mini,42.81,50.07,2299,Food & Beverage,Primary,15,5521
Ground Coffee 2lb Compact,49.01,59.52,2026,Food & Beverage,International,29,3930
Tea Bags (100pk) Premium,17.35,23.63,120,Food & Beverage,South,26,4330
Sugar 5lb Lite,9.11,12.75,2664,Food & Beverage,East Coast,22,5423
Creamer (50pk) Compact,43.65,59.84,350,Food & Beverage,South,8,5020
Cups 12oz (100pk) XL,14.05,18.32,414,Food & Beverage,East Coast,9,4147
Lids 12oz (100pk) Single,21.72,25.01,2418,Food & Beverage,International,22,5630
Stirrers (1000pk) Heavy Duty,12.84,18.09,208,Food & Beverage,Midwest,17,5342
Napkins (500pk) Compact,3.14,4.5,611,Food & Beverage,Primary,14,5793
Paper Plates (100pk) V3,10.97,16.19,2102,Food & Beverage,International,21,5098
Plastic Cutlery Set (200pk) Max,18.08,23.62,642,Food & Beverage,East Coast,28,4610
Water Bottles (24pk) Bulk,31.95,41.37,1135,Food & Beverage,West Coast,24,4062
Snack Bars (12pk) Max,36.46,42.35,1569,Food & Beverage,West Coast,24,3306
Nuts Variety (6pk) Pro,36.52,52.65,1726,Food & Beverage,Midwest,15,5985
Dried Fruit (6pk) Premium,46.77,61.05,944,Food & Beverage,Primary,9,4270
Crackers (8pk) Premium,32.14,42.9,1138,Food & Beverage,East Coast,27,3046
Peanut Butter Bulk,18.9,27.18,1098,Food & Beverage,West Coast,10,4526
Jelly V3,41.09,61.32,2179,Food & Beverage,Primary,11,4875
Canned Soup (6pk) Compact,26.24,34.51,2314,Food & Beverage,South,20,3145
Canned Tuna (6pk) Pro,24.19,32.66,898,Food & Beverage,East Coast,23,3691
Rice 10lb Premium,45.64,62.51,338,Food & Beverage,Midwest,16,5399
Pasta (6pk) XL,11.54,17.02,586,Food & Beverage,Midwest,29,3739
Olive Oil Single,20.11,24.08,2595,Food & Beverage,South,8,3123
Vinegar Bulk,46.07,61.75,1196,Food & Beverage,South,9,5799
Salt & Pepper Set Max,19.49,22.44,480,Food & Beverage,Primary,21,5253
Spice Rack Max,4.46,5.41,531,Food & Beverage,International,11,5197
Honey Pro,37.88,48.64,1287,Food & Beverage,West Coast,17,4298
Granola Standard,47.69,64.67,831,Food & Beverage,West Coast,24,3976
Protein Powder Single,23.22,26.71,1913,Food & Beverage,East Coast,27,3938
Electrolyte Mix (30pk) Heavy Duty,11.62,17.16,1154,Food & Beverage,International,16,3811
Wireless Mouse Compact,232.22,370.59,385,Electronics,Midwest,2,779
Mechanical Keyboard Single,584.98,687.96,233,Electronics,International,1,953
USB-C Hub Standard,345.18,420.24,185,Electronics,Midwest,1,532
Webcam HD Pro,517.8,690.16,35,Electronics,South,1,615
Bluetooth Speaker Heavy Duty,206.37,303.82,375,Electronics,Primary,1,915
Portable Charger Premium,539.36,698.89,478,Electronics,Primary,5,655
HDMI Cable Pro,508.64,672.36,400,Electronics,Midwest,3,808
SSD 1TB Single,615.87,892.8,434,Electronics,International,4,699
RAM 16GB Mini,623.33,821.48,408,Electronics,Primary,5,698
Graphics Card Bulk,289.77,444.69,226,Electronics,Primary,4,607
CPU Processor Bulk,260.15,313.03,67,Electronics,South,1,615
Motherboard Heavy Duty,178.42,269.91,498,Electronics,Midwest,2,888
Power Supply 750W Max,116.75,167.09,34,Electronics,International,1,931
PC Case Pro,300.12,400.78,294,Electronics,Midwest,3,953
Monitor 27 inch Eco,538.83,697.07,389,Electronics,South,2,653
Laptop Stand Max,518.55,613.64,469,Electronics,Primary,2,970
Noise Cancelling Headphones Mini,633.46,967.05,461,Electronics,International,2,963
Smart Watch Max,733.81,1086.81,401,Electronics,Midwest,1,573
Fitness Tracker Mini,212.06,267.32,195,Electronics,Primary,2,610
Wireless Earbuds Premium,506.73,696.11,70,Electronics,Primary,3,796
Tablet 10 inch XL,788.26,960.23,423,Electronics,East Coast,5,693
E-Reader Standard,161.05,250.21,219,Electronics,East Coast,4,693
Smart Plug Plus,471.87,656.7,97,Electronics,Primary,2,780
WiFi Router Compact,104.54,147.58,341,Electronics,International,2,529
Network Switch Lite,680.91,806.56,280,Electronics,International,3,691
External HDD 2TB Pro,554.27,852.61,267,Electronics,South,5,755
Flash Drive 64GB Mini,101.03,120.51,270,Electronics,Primary,3,902
Memory Card 128GB V3,481.37,627.79,463,Electronics,International,3,927
Desk Lamp LED Plus,385.72,580.89,171,Electronics,East Coast,2,797
Phone Charger Pro,242.29,339.44,273,Electronics,East Coast,1,981
Screen Protector Standard,172.12,259.18,114,Electronics,International,3,998
Phone Case XL,676.79,1021.6,347,Electronics,Primary,4,618
Laptop Sleeve Compact,357.87,475.72,331,Electronics,International,5,822
Monitor Arm XL,613.32,787.58,332,Electronics,South,5,793
Keyboard Wrist Rest Bulk,623.38,957.02,350,Electronics,West Coast,4,538
Mouse Pad XL Single,429.59,511.03,388,Electronics,Primary,2,978
Cable Management Kit V3,214.05,274.88,208,Electronics,International,2,757
Surge Protector Max,386.11,475.73,139,Electronics,International,1,911
UPS Battery Bulk,207.51,266.12,497,Electronics,Primary,4,718
Microphone USB Heavy Duty,562.6,880.12,37,Electronics,Midwest,2,873
Ring Light V2,737.96,1134.34,12,Electronics,Midwest,5,996
Green Screen V3,313.23,407.81,105,Electronics,West Coast,3,848
Streaming Deck Pro,626.61,902.53,116,Electronics,South,2,829
Capture Card Single,129.05,193.92,147,Electronics,East Coast,4,983
VR Headset Pro,742.66,938.89,332,Electronics,International,1,831
Drone Camera V3,488.11,638.93,458,Electronics,East Coast,2,582
Action Camera Pro,779.55,989.25,37,Electronics,Midwest,1,806
Digital Camera Compact,467.73,733.31,222,Electronics,International,5,787
Camera Lens Max,762.58,1011.87,227,Electronics,Midwest,1,524
Tripod Plus,416.19,527.31,78,Electronics,International,3,638
Camera Bag XL,608.59,953.75,74,Electronics,Midwest,5,861
Ballpoint Pens (12pk) Lite,71.34,124.95,88,Office Supplies,Primary,16,3831
Sticky Notes (8pk) Standard,117.28,162.12,862,Office Supplies,International,20,3711
File Folders (24pk) Bulk,49.03,60.36,1268,Office Supplies,South,12,3549
Printer Paper A4 Max,96.37,149.28,1963,Office Supplies,International,18,3318
Ink Cartridge Black Standard,22.6,31.22,795,Office Supplies,International,11,2954
Ink Cartridge Color Lite,48.87,62.86,394,Office Supplies,Midwest,6,3815
Desk Organizer Single,127.8,223.17,632,Office Supplies,International,5,3012
Paper Shredder Plus,136.51,220.12,175,Office Supplies,International,16,3824
Laminator Pro,70.68,109.08,344,Office Supplies,Midwest,20,2706
Label Maker Eco,98.34,166.42,1681,Office Supplies,South,15,3043
Whiteboard 48x36 Eco,60.52,99.97,715,Office Supplies,Midwest,8,3912
Markers (8pk) V2,75.44,107.22,1058,Office Supplies,International,6,3398
Eraser Lite,138.85,211.24,1035,Office Supplies,West Coast,13,2914
Stapler Premium,19.04,28.59,556,Office Supplies,Primary,9,3206
Staples (5000pk) Premium,5.66,9.25,113,Office Supplies,Primary,10,2273
Tape Dispenser Lite,113.37,199.57,1557,Office Supplies,East Coast,8,2158
Scissors V3,36.67,59.93,1736,Office Supplies,Midwest,9,2867
Paper Clips (100pk) Heavy Duty,64.63,82.22,1401,Office Supplies,International,8,2879
Binder Clips (24pk) Heavy Duty,61.11,82.53,1109,Office Supplies,Midwest,12,2318
Rubber Bands (1lb) Premium,40.64,49.2,1445,Office Supplies,Midwest,8,2240
Envelopes (100pk) Premium,130.65,160.94,1411,Office Supplies,West Coast,9,2357
Notebooks (6pk) Max,11.19,18.33,1114,Office Supplies,East Coast,9,3010
Planner 2024 Heavy Duty,16.49,25.33,1319,Office Supplies,South,7,2948
Calculator Eco,1.08,1.84,77,Office Supplies,West Coast,11,2906
Ruler Lite,75.21,112.08,305,Office Supplies,Primary,16,3327
Hole Punch V3,12.51,16.3,1456,Office Supplies,West Coast,16,2554
Letter Tray Max,119.98,208.49,1773,Office Supplies,International,16,3381
Magazine Rack Lite,134.24,193.75,1095,Office Supplies,Primary,20,2046
Bulletin Board V3,8.81,14.0,1841,Office Supplies,West Coast,19,2429
Push Pins (100pk) Compact,74.35,112.59,1402,Office Supplies,West Coast,13,2313
Correction Tape (3pk) XL,66.27,111.35,791,Office Supplies,Primary,12,3654
Glue Sticks (6pk) Lite,79.85,98.92,1305,Office Supplies,South,7,3873
Index Cards (200pk) Heavy Duty,125.05,209.31,1487,Office Supplies,International,9,2417
Graph Paper Pad V3,147.77,216.75,531,Office Supplies,Primary,14,2587
Legal Pads (3pk) Compact,51.12,69.69,403,Office Supplies,South,5,3343
Presentation Folders (25pk) Standard,42.61,55.82,709,Office Supplies,South,10,2606
Sheet Protectors (50pk) Heavy Duty,76.92,120.93,1915,Office Supplies,South,20,3464
Report Covers (12pk) Compact,106.93,165.83,142,Office Supplies,Midwest,8,3906
Clipboard Plus,102.08,160.06,1690,Office Supplies,South,15,2483
Pen Holder Plus,132.67,223.02,1902,Office Supplies,International,9,2296
Office Chair Ergonomic V3,255.59,341.68,34,Furniture,East Coast,1,144
Standing Desk XL,1074.25,1444.97,62,Furniture,Midwest,0,102
L-Shaped Desk Premium,1159.72,1487.2,53,Furniture,South,0,164
Bookshelf 5-Tier Single,543.77,681.39,88,Furniture,Midwest,2,164
Filing Cabinet 3-Drawer Eco,1113.75,1348.37,92,Furniture,International,2,103
Conference Table Plus,516.09,573.92,9,Furniture,South,2,122
Guest Chair Bulk,546.59,757.8,17,Furniture,International,1,137
Desk Lamp Eco,1145.65,1513.28,16,Furniture,South,0,173
Floor Mat V2,982.43,1314.11,22,Furniture,West Coast,1,134
Monitor Riser Eco,830.3,1088.5,89,Furniture,International,2,120
Storage Cabinet Lite,199.78,269.9,11,Furniture,Primary,0,115
Coat Rack V2,982.2,1225.26,81,Furniture,East Coast,2,140
Waste Basket Heavy Duty,242.92,317.99,96,Furniture,South,2,168
Desk Drawer Unit Max,710.92,946.06,58,Furniture,Midwest,0,168
Computer Desk XL,748.65,920.49,73,Furniture,International,0,140
Gaming Chair XL,91.33,107.44,13,Furniture,Midwest,1,100
Recliner Lite,393.82,550.2,75,Furniture,Midwest,2,194
Sofa 3-Seater Premium,357.52,421.25,71,Furniture,South,0,145
Coffee Table Eco,310.33,374.52,47,Furniture,International,2,158
Side Table Bulk,473.67,638.83,7,Furniture,South,1,107
TV Stand Plus,406.79,468.47,74,Furniture,East Coast,1,143
Shoe Rack Single,242.63,315.9,91,Furniture,International,1,118
Wardrobe Max,440.99,485.15,14,Furniture,Midwest,2,147
Dresser Eco,902.7,1022.84,13,Furniture,International,2,120
Nightstand V3,651.19,757.1,100,Furniture,East Coast,2,178
Bed Frame Queen Bulk,294.55,343.94,14,Furniture,West Coast,0,191
Mattress Queen V3,846.22,1009.08,45,Furniture,Midwest,1,163
Dining Table 6-seat Standard,420.0,507.89,31,Furniture,International,1,150
Dining Chair Mini,978.79,1219.49,91,Furniture,Midwest,2,141
Bar Stool Max,889.73,989.67,60,Furniture,West Coast,1,106
Kitchen Island Standard,79.4,110.65,81,Furniture,West Coast,1,125
Pantry Cabinet Premium,1083.93,1286.52,82,Furniture,East Coast,1,112
Bathroom Vanity Heavy Duty,982.27,1341.71,32,Furniture,East Coast,0,128
Mirror Cabinet Max,339.65,373.95,42,Furniture,International,1,163
Laundry Hamper Pro,360.0,445.97,37,Furniture,Midwest,1,133
Room Divider Pro,85.31,115.31,43,Furniture,Midwest,1,140
Accent Chair Lite,682.12,816.88,70,Furniture,International,1,139
Ottoman V2,1138.19,1406.84,44,Furniture,International,0,123
Console Table Standard,635.98,832.27,47,Furniture,Primary,0,165
Bench Storage Single,232.84,324.83,79,Furniture,International,0,198
All-Purpose Cleaner Premium,25.88,38.06,394,Cleaning,East Coast,15,8498
Glass Cleaner Compact,19.57,31.84,1795,Cleaning,International,20,6459
Disinfectant Spray V2,24.92,41.39,4582,Cleaning,International,21,7559
Floor Cleaner Lite,5.87,9.39,1886,Cleaning,West Coast,15,6882
Bathroom Cleaner Max,11.24,16.92,1183,Cleaning,South,22,9451
Degreaser Heavy Duty,32.65,56.99,4477,Cleaning,West Coast,31,7285
Air Freshener Max,24.79,37.19,1308,Cleaning,Primary,48,6141
Microfiber Cloths (12pk) Max,33.11,45.14,2073,Cleaning,International,13,7643
Sponges (6pk) Heavy Duty,6.2,8.46,1471,Cleaning,Midwest,26,9169
Rubber Gloves (3pk) XL,17.99,26.33,3676,Cleaning,Primary,29,7942
Trash Bags 13gal (50pk) Standard,34.68,47.99,3260,Cleaning,Primary,47,7369
Paper Towels (12pk) XL,35.68,61.52,3639,Cleaning,Primary,31,5752
Toilet Paper (24pk) Mini,20.13,31.59,613,Cleaning,South,32,8823
Hand Soap (6pk) Pro,16.48,21.82,1394,Cleaning,International,40,5765
Hand Sanitizer Premium,21.02,34.96,1788,Cleaning,East Coast,23,6513
Mop Mini,22.8,31.57,1379,Cleaning,South,16,5260
Broom Single,9.14,14.46,3551,Cleaning,International,19,8976
Dustpan Lite,30.94,49.9,3999,Cleaning,South,45,7545
Vacuum Bags (6pk) V2,35.63,58.18,551,Cleaning,South,25,7778
Dish Soap Max,6.83,9.53,2276,Cleaning,Midwest,25,9937
Dishwasher Tablets (30pk) Heavy Duty,9.21,12.63,2681,Cleaning,International,16,5186
Laundry Detergent Lite,16.52,28.71,3201,Cleaning,West Coast,26,5692
Fabric Softener V3,17.49,28.25,4343,Cleaning,West Coast,28,9739
Stain Remover Premium,25.04,37.8,2198,Cleaning,Primary,41,5091
Bleach Compact,2.22,3.48,1846,Cleaning,South,31,8084
Duster Extendable Max,18.33,25.35,4312,Cleaning,International,28,9934
Window Squeegee Premium,33.69,50.21,3511,Cleaning,International,25,9349
Toilet Brush Standard,4.85,7.61,4439,Cleaning,East Coast,34,7080
Plunger Compact,18.56,23.43,109,Cleaning,Primary,42,9213
Drain Cleaner Heavy Duty,30.43,40.78,1461,Cleaning,Primary,24,6764
Lint Roller Eco,32.94,51.05,4335,Cleaning,East Coast,35,5416
Carpet Cleaner Heavy Duty,8.28,13.11,2454,Cleaning,Midwest,29,7834
Wood Polish Plus,4.8,8.31,71,Cleaning,East Coast,15,8286
Stainless Steel Cleaner Max,36.77,46.25,2329,Cleaning,South,44,9508
Oven Cleaner Pro,6.81,11.68,2255,Cleaning,Primary,23,8604
Grout Cleaner Eco,37.9,52.94,364,Cleaning,East Coast,25,8105
First Aid Kit Bulk,168.95,205.61,871,Safety,Primary,2,1632
Fire Extinguisher Premium,119.86,144.01,97,Safety,West Coast,8,1789
Safety Goggles Lite,71.46,85.52,690,Safety,West Coast,8,1241
Work Gloves Compact,11.54,15.56,595,Safety,Primary,9,1343
Hard Hat XL,102.26,118.25,392,Safety,International,6,1092
Safety Vest Single,161.65,193.14,407,Safety,East Coast,8,1206
Ear Plugs (50pk) Lite,12.56,15.04,688,Safety,South,10,1298
Dust Masks (50pk) Heavy Duty,23.59,28.64,826,Safety,West Coast,8,1200
Face Shields (5pk) Pro,50.55,69.52,920,Safety,West Coast,7,1607
Safety Boots XL,138.08,176.28,596,Safety,Midwest,2,1061
Knee Pads Eco,187.26,234.89,204,Safety,Primary,4,1705
Back Support Belt V2,71.38,92.96,192,Safety,International,10,1744
Anti-Fatigue Mat Pro,58.07,80.71,813,Safety,Midwest,7,1924
Wet Floor Sign V3,37.49,43.42,783,Safety,West Coast,3,1870
Safety Cone Premium,112.2,131.42,678,Safety,South,7,1879
Fire Blanket V3,32.0,43.72,111,Safety,East Coast,8,1370
Smoke Detector V2,49.76,72.87,468,Safety,International,2,1266
Carbon Monoxide Detector V2,155.98,196.28,610,Safety,Midwest,8,1246
Emergency Kit Premium,165.86,209.42,782,Safety,Midwest,4,1392
Flashlight Heavy Duty Bulk,48.69,72.43,603,Safety,South,8,1632
Batteries AA (24pk) Heavy Duty,128.57,151.05,215,Safety,West Coast,9,1714
Batteries AAA (24pk) Mini,49.02,56.98,920,Safety,East Coast,10,1784
Extension Cord 25ft Lite,197.34,269.94,703,Safety,South,2,1893
Power Strip 6-outlet Compact,145.29,210.8,571,Safety,International,4,1533
Cable Cover Max,5.84,8.13,720,Safety,South,9,1965
Lockout Tagout Kit Plus,130.54,158.45,111,Safety,Midwest,4,1108
Spill Kit Heavy Duty,52.53,72.39,848,Safety,International,6,1284
Eye Wash Station V2,118.32,175.25,901,Safety,Primary,6,1668
Chemical Storage Cabinet Heavy Duty,34.1,48.21,49,Safety,West Coast,10,1825
Gas Detector Standard,27.82,37.5,200,Safety,Midwest,4,1661
Cardboard Box Small Max,5.45,7.43,3449,Packaging,Primary,75,10364
Cardboard Box Medium Premium,35.54,55.87,6362,Packaging,Midwest,61,15516
Cardboard Box Large Plus,56.3,76.68,4610,Packaging,South,64,17015
Bubble Wrap Roll Single,39.11,51.04,601,Packaging,South,38,11129
Packing Peanuts Pro,58.91,82.59,3699,Packaging,Midwest,34,16718
Shipping Tape (6pk) Mini,68.67,97.73,8660,Packaging,East Coast,27,16245
Labels (500pk) Eco,62.41,77.71,9209,Packaging,West Coast,57,16442
Poly Mailers (100pk) Premium,41.58,63.28,6323,Packaging,International,60,16176
Shrink Wrap Roll XL,41.41,50.81,7340,Packaging,Primary,81,18828
Packing Paper (25lb) Standard,50.72,66.78,7703,Packaging,West Coast,67,16729
Foam Sheets (50pk) Bulk,69.0,108.05,4305,Packaging,Primary,65,13371
Strapping Tape Plus,18.63,24.85,5884,Packaging,Primary,42,11797
Pallet Wrap Compact,4.14,6.01,4132,Packaging,Midwest,33,11076
Void Fill Lite,44.96,70.06,1475,Packaging,International,31,17977
Tissue Paper (100pk) XL,74.49,105.26,1849,Packaging,International,62,19522
Gift Boxes (12pk) Pro,4.55,6.16,6267,Packaging,International,81,19025
Ribbon Roll Standard,8.48,10.92,9543,Packaging,West Coast,93,12212
Gift Bags (24pk) Compact,64.26,96.8,4373,Packaging,Midwest,72,11810
Kraft Paper Roll XL,68.97,107.45,4788,Packaging,Midwest,74,17919
Corrugated Roll Pro,61.44,87.5,6139,Packaging,South,61,15517
Coffee Beans 1lb V2,37.05,43.43,405,Food & Beverage,South,17,3487
Ground Coffee 2lb Eco,11.78,15.25,1070,Food & Beverage,Midwest,26,4941
Tea Bags (100pk) Single,11.39,13.17,606,Food & Beverage,Midwest,7,3840
Sugar 5lb Single,24.45,33.89,2645,Food & Beverage,International,7,3136
Creamer (50pk) V3,18.01,22.87,921,Food & Beverage,East Coast,10,5969
Cups 12oz (100pk) Single,30.13,44.19,209,Food & Beverage,Primary,18,4118
Lids 12oz (100pk) V3,12.88,17.49,2373,Food & Beverage,Primary,11,3585
Stirrers (1000pk) Pro,30.33,35.55,1078,Food & Beverage,Primary,15,3219
Napkins (500pk) XL,39.66,46.42,907,Food & Beverage,West Coast,30,4624
Paper Plates (100pk) Plus,38.12,53.6,2996,Food & Beverage,Primary,13,3675
Plastic Cutlery Set (200pk) V2,46.03,59.38,1636,Food & Beverage,International,12,3868
Water Bottles (24pk) Compact,33.7,47.09,270,Food & Beverage,West Coast,27,3661
Snack Bars (12pk) Max,8.45,9.92,1423,Food & Beverage,South,27,4764
Nuts Variety (6pk) Pro,34.3,41.11,1208,Food & Beverage,International,26,5957
Dried Fruit (6pk) V3,15.9,22.63,2504,Food & Beverage,East Coast,25,5436
Crackers (8pk) Bulk,32.34,40.31,1084,Food & Beverage,Midwest,29,5820
Peanut Butter Standard,8.52,10.79,2536,Food & Beverage,West Coast,13,5798
Jelly Plus,14.16,19.42,2945,Food & Beverage,East Coast,28,5903
Canned Soup (6pk) Max,25.43,36.15,670,Food & Beverage,Primary,18,4972
Canned Tuna (6pk) XL,23.71,31.61,678,Food & Beverage,South,28,4798
Rice 10lb Pro,8.66,12.25,1112,Food & Beverage,International,15,5402
Pasta (6pk) V3,14.56,20.99,409,Food & Beverage,West Coast,29,3930
Olive Oil Heavy Duty,19.13,27.76,867,Food & Beverage,Primary,23,3663
Vinegar Heavy Duty,15.28,22.49,196,Food & Beverage,South,25,5964
Salt & Pepper Set V3,29.14,34.22,2266,Food & Beverage,South,11,4954
Spice Rack Heavy Duty,26.06,32.95,350,Food & Beverage,Primary,29,4918
Honey V3,4.26,6.09,976,Food & Beverage,Primary,14,3944
Granola Eco,9.48,12.43,1381,Food & Beverage,Midwest,19,5586
Protein Powder Pro,40.31,52.55,2634,Food & Beverage,Primary,18,3350
Electrolyte Mix (30pk) Bulk,19.03,23.79,2149,Food & Beverage,International,10,3052
Wireless Mouse Heavy Duty,98.62,150.2,274,Electronics,West Coast,3,997
Mechanical Keyboard Compact,405.47,518.12,391,Electronics,International,5,639
USB-C Hub Pro,779.24,938.32,439,Electronics,Primary,3,994
Webcam HD XL,153.95,215.22,358,Electronics,East Coast,5,524
Bluetooth Speaker Plus,229.92,335.66,437,Electronics,International,1,741
Portable Charger Standard,597.68,841.24,306,Electronics,East Coast,3,686
HDMI Cable Max,728.46,840.27,463,Electronics,Midwest,3,852
SSD 1TB Lite,397.47,560.01,270,Electronics,East Coast,2,908
RAM 16GB Compact,196.39,293.14,53,Electronics,Midwest,5,827
Graphics Card Heavy Duty,397.36,550.69,69,Electronics,Primary,5,646
CPU Processor Bulk,97.88,147.49,362,Electronics,International,1,738
Motherboard Standard,365.58,448.15,206,Electronics,International,1,781
Power Supply 750W Plus,385.41,512.67,104,Electronics,Primary,4,837
PC Case Max,609.56,873.0,371,Electronics,Primary,3,936
Monitor 27 inch V2,608.8,723.66,441,Electronics,South,1,590
Laptop Stand Eco,633.15,969.25,435,Electronics,Midwest,2,797
Noise Cancelling Headphones Max,62.54,88.94,315,Electronics,Primary,5,746
Smart Watch Pro,171.19,217.62,338,Electronics,South,3,789
Fitness Tracker V3,496.31,674.17,356,Electronics,International,4,859
Wireless Earbuds V3,536.49,795.48,453,Electronics,Midwest,5,793
Tablet 10 inch Single,307.18,432.4,137,Electronics,East Coast,3,571
E-Reader Lite,666.85,788.15,175,Electronics,West Coast,1,997
Smart Plug Plus,220.34,256.17,249,Electronics,Primary,3,534
WiFi Router Standard,377.27,524.04,74,Electronics,Primary,3,846
Network Switch V3,326.34,431.45,472,Electronics,Midwest,1,942
External HDD 2TB Bulk,438.77,570.88,386,Electronics,South,3,630
Flash Drive 64GB Standard,554.37,840.6,263,Electronics,West Coast,2,636
Memory Card 128GB Premium,445.95,513.61,277,Electronics,Primary,2,948
Desk Lamp LED Max,324.9,396.96,437,Electronics,East Coast,2,763
Phone Charger Mini,625.2,936.7,431,Electronics,Midwest,5,891
Screen Protector Plus,30.21,45.35,324,Electronics,South,2,505
Phone Case XL,700.61,1073.08,399,Electronics,West Coast,4,990
Laptop Sleeve Pro,615.93,901.03,479,Electronics,South,1,571
Monitor Arm Single,621.93,785.07,75,Electronics,International,4,583
Keyboard Wrist Rest V2,62.11,84.0,464,Electronics,Midwest,4,786
Mouse Pad XL Eco,144.67,229.67,266,Electronics,East Coast,4,606
Cable Management Kit V2,718.55,1032.1,139,Electronics,East Coast,5,535
Surge Protector V2,296.79,359.88,122,Electronics,Primary,5,542
UPS Battery Premium,643.96,807.24,387,Electronics,East Coast,2,533
Microphone USB Plus,540.39,773.52,448,Electronics,East Coast,3,844
Ring Light Plus,642.72,1000.86,357,Electronics,South,5,815
Green Screen Premium,224.93,304.55,326,Electronics,Primary,5,883
Streaming Deck Plus,292.87,429.5,340,Electronics,West Coast,3,852
Capture Card Single,720.13,973.53,421,Electronics,Midwest,4,581
VR Headset Mini,368.13,540.73,298,Electronics,South,4,751
Drone Camera Eco,453.72,557.39,317,Electronics,International,2,688
Action Camera Lite,228.67,275.43,72,Electronics,West Coast,3,892
Digital Camera Single,205.53,309.58,253,Electronics,South,4,828
Camera Lens Mini,384.18,558.06,436,Electronics,International,5,688
Tripod Heavy Duty,23.58,28.73,315,Electronics,Midwest,2,627
Camera Bag Eco,449.0,695.27,280,Electronics,West Coast,2,955
Ballpoint Pens (12pk) Eco,25.12,43.23,325,Office Supplies,West Coast,5,3126
Sticky Notes (8pk) Single,120.73,204.36,897,Office Supplies,East Coast,16,2740
File Folders (24pk) Bulk,124.59,223.33,827,Office Supplies,International,6,2133
Printer Paper A4 Plus,111.05,163.15,1430,Office Supplies,West Coast,14,2084
Ink Cartridge Black Pro,138.73,201.41,1877,Office Supplies,South,7,3399
Ink Cartridge Color XL,15.16,23.95,998,Office Supplies,Midwest,9,3951
Desk Organizer Eco,3.95,6.29,1481,Office Supplies,West Coast,20,3831
Paper Shredder Bulk,36.05,55.47,518,Office Supplies,Primary,20,2191
Laminator Single,13.19,15.98,1063,Office Supplies,West Coast,9,3563
Label Maker Heavy Duty,107.21,134.03,505,Office Supplies,Primary,9,2044
Whiteboard 48x36 Compact,70.39,93.84,612,Office Supplies,West Coast,13,2866
Markers (8pk) Bulk,122.11,198.75,1546,Office Supplies,West Coast,18,3261
Eraser Max,65.83,103.56,1282,Office Supplies,West Coast,7,3740
Stapler Compact,148.25,184.83,1877,Office Supplies,East Coast,13,2513
Staples (5000pk) Premium,83.14,134.13,1787,Office Supplies,West Coast,16,2421
Tape Dispenser Pro,30.56,51.62,619,Office Supplies,Midwest,16,3231
Scissors Standard,92.86,125.7,433,Office Supplies,Midwest,18,3519
Paper Clips (100pk) Single,131.43,218.03,1196,Office Supplies,South,5,2277
Binder Clips (24pk) V3,107.22,170.28,1998,Office Supplies,International,9,2679
Rubber Bands (1lb) Plus,132.11,215.82,887,Office Supplies,East Coast,13,2175
Envelopes (100pk) Plus,53.25,74.98,1069,Office Supplies,International,18,2664
Notebooks (6pk) Lite,28.31,48.22,1215,Office Supplies,West Coast,14,3585
Planner 2024 XL,94.24,167.08,1782,Office Supplies,Midwest,9,2444
Calculator Eco,90.59,124.26,697,Office Supplies,West Coast,12,2667
Ruler Mini,132.78,218.17,759,Office Supplies,Midwest,5,3018
Hole Punch Standard,122.48,216.74,202,Office Supplies,Primary,5,3804
Letter Tray Bulk,147.74,257.54,380,Office Supplies,South,11,3803
Magazine Rack Mini,141.57,231.48,61,Office Supplies,Midwest,6,2909
Bulletin Board Standard,117.03,143.67,755,Office Supplies,East Coast,11,2745
Push Pins (100pk) Lite,54.92,78.0,1651,Office Supplies,Midwest,14,2752
Correction Tape (3pk) Lite,104.97,152.16,1684,Office Supplies,South,9,3633
Glue Sticks (6pk) Mini,102.96,182.22,1765,Office Supplies,South,6,3254
Index Cards (200pk) Pro,38.45,56.54,1662,Office Supplies,South,7,3716
Graph Paper Pad Compact,62.29,77.12,1321,Office Supplies,International,11,2743
Legal Pads (3pk) Pro,77.65,125.46,1432,Office Supplies,East Coast,17,2080
Presentation Folders (25pk) Lite,85.44,138.35,581,Office Supplies,East Coast,5,2178
